dob,name,subj_id,hundred_m,long_jump,shot_put,high_jump,four_hundred_m,hurdles,discus,pole_vault,javelin,fifteen_hundred_m,age,points,date,athlete_id
1993-08-20,Louis Fabrice RAJAH,1261,11.79,6.6,12.54,1.91,55.35,15.23,37.95,4.4,52.26,291,25.68104038329911,6766,2019-04-26,528
2000-05-12,Tomoki YAMASHITA,2143,11.12,6.98,10.29,1.8,50.77,14.41,28.27,4.3,46.66,289,21.023956194387406,6766,2021-05-21,911
1989-11-20,Jamal CURRICA,881,11.01,6.77,12.49,1.93,50.1,14.86,26.72,4.2,37.52,290,22.412046543463383,6766,2012-04-19,372
1990-07-29,Tuure HOLLO,2183,11.77,6.08,12.46,1.93,53.34,16.03,42.49,4.3,57.64,297,21.935660506502394,6765,2012-07-05,930
1986-01-04,Juho MÄKIPÄÄ,1068,11.87,6.78,12.46,1.93,56.3,15.88,38.62,4.7,55.95,306,24.525667351129364,6765,2010-07-15,441
1994-09-30,Felix SCHMID-SCHUTTI,652,11.31,6.99,12.15,1.85,49.8,15.96,34.09,4,53.37,308,19.89869952087611,6765,2014-08-24,255
1994-01-17,Devon WILLIAMS,549,10.88,6.84,11.13,1.85,49.73,15.03,35.35,3.95,47.97,316,19.310061601642712,6765,2013-05-10,210
1993-03-16,Stephen Kobena ASAMOAH,2002,10.98,7.07,10.95,1.98,50.11,16.03,32.51,3.4,44.9,274,23.277207392197127,6765,2016-06-25,852
1999-02-28,Manuel DIAS,1319,11.16,7.32,11.62,1.81,50.69,16.19,36.04,4.45,44.78,311,20.21902806297057,6765,2019-05-19,554
1994-02-22,Raphael HOLDENER,1737,11.84,6.74,12.76,1.92,52.39,15.17,36.87,4.05,43.77,280,25.177275838466805,6765,2019-04-28,739
1998-05-30,Igor KHAMEDOV,811,11.65,6.53,12.3,1.82,49.49,15.17,34.91,3.9,37.9,255,20.969199178644764,6765,2019-05-19,336
1990-08-08,Gianluca SIMIONATO,724,11.7,6.48,14.02,1.92,53.15,16.13,36.2,3.95,59.19,295,21.744010951403148,6764,2012-05-06,290
1998-06-07,Nikita RUSNAK,1558,11.78,6.93,11.89,2.06,52.97,15.93,34.89,4.2,49.95,298,22.261464750171115,6764,2020-09-10,659
1998-09-02,Zihao YANG,2361,11.37,6.61,11.27,1.95,52.65,14.95,35.59,3.8,47.99,278,20.5968514715948,6764,2019-04-08,1001
1994-08-03,Zachary TAYLOR,2353,10.92,6.74,10.24,1.84,49.71,16.46,28.99,4.3,46.12,264,19.783709787816566,6764,2014-05-16,996
1994-06-13,Igor RYABCHUK,814,11.44,7.15,11.36,1.86,51.74,16.69,40.15,4.4,44.68,293,23.225188227241617,6764,2017-09-03,338
1990-03-08,Clement PAILLARGUELO,426,11.28,6.42,11.03,1.79,51.78,15.42,37.45,4.04,49.92,268,25.305954825462013,6763,2015-06-28,165
1987-10-31,Josue LOUIS,1055,11.26,7.07,12.47,1.99,52.5,15.12,37.58,4.24,47.73,350,31.370294318959616,6763,2019-03-15,434
1990-01-30,Michael BUCHER,1446,11.41,7.03,11.78,1.83,51.57,15.46,35.23,4.2,43.63,284,26.403832991101986,6763,2016-06-26,608
2000-05-24,Koki MAIZONO,1167,11.24,6.73,10.82,1.75,50.6,16.08,33.32,4.4,50.93,275,21.26488706365503,6762,2021-08-29,485
1995-08-31,Lachlan CALVERT,1209,11.15,6.98,11.09,1.88,49.52,16.9,31.28,4,46.69,267,22.373716632443532,6762,2018-01-14,504
1994-07-20,Phillip BAILEY,1691,10.9,6.22,11.56,1.83,49.31,15.43,36.35,3.9,44.45,280,19.720739219712527,6762,2014-04-09,719
2000-10-27,Simone RONZONI,1963,11.64,7.07,10.14,1.83,51.26,15.71,33.97,4.3,44.17,263,20.8186173853525,6762,2021-08-22,837
1993-06-04,Ser WHITAKER,1909,11.07,6.67,11.77,1.93,50.63,14.75,32.88,4,39.59,291,20.947296372347708,6762,2014-05-16,812
1990-12-05,Stephen SOUSA,2005,11.32,6.57,12.94,1.66,51.66,15.71,36.18,4.4,52.74,288,23.463381245722108,6761,2014-05-23,855
1994-02-09,Kerinde Hilario DE SOUZA BRITES DA SILVA,1141,10.8,7.06,12.17,1.82,49.49,15.31,30.7,3.8,43.31,295,20.66803559206023,6761,2014-10-11,475
1989-07-13,Ramo KASK,1735,11.88,6.42,13.3,1.86,53.8,16.12,40.66,4.38,53.82,288,28.928131416837783,6760,2018-06-17,737
1988-06-28,Julien JONQUOIS,1076,11.45,6.52,11.85,1.88,52.71,15.27,37.53,4.6,48.57,307,27.975359342915812,6760,2016-06-19,446
1992-01-29,Vicente GUARDIOLA,2214,11.27,7.01,10.49,1.9,51.92,15.37,33.31,4.2,47.11,287,21.418206707734427,6760,2013-06-30,942
1992-03-07,Ronan LECOEUCHE,1827,11.38,6.62,12.28,1.79,51.95,16.28,34.78,4.6,44.41,272,24.28473648186174,6760,2016-06-19,779
1989-07-11,Jorge RIVERA,1027,11.45,6.62,12.34,1.99,51.36,16.16,38.65,4.2,43.64,296,22.87748117727584,6760,2012-05-27,424
1990-01-30,Michael BUCHER,1446,11.42,6.75,12.05,1.92,51.57,15.72,34.61,4.4,38.04,279,23.41409993155373,6760,2013-06-30,608
1997-05-18,Chi WANG,377,11.46,6.34,13.31,1.74,52.56,15.74,39.64,4.2,60.17,303,21.90280629705681,6759,2019-04-13,146
1995-02-23,Rafał ABRAMOWSKI,1728,11.28,6.86,13.35,1.89,51.41,15.98,37.78,3.7,48.59,297,20.28473648186174,6759,2015-06-07,734
1991-11-21,Tibor GALAMBOS,2110,11.39,7.44,11.44,1.92,52.78,15.72,28.86,4.2,47.32,286,28.67898699520876,6759,2020-07-26,896
1995-07-17,Trystan DE WEERDT,2173,10.86,6.77,10.85,1.92,50.31,15.08,33.16,3.8,45.99,296,20.922655715263517,6759,2016-06-18,927
1989-01-31,Petri LEMMETYINEN,1675,11.57,6.72,12.36,1.74,56.05,15.19,41.11,4.72,49.58,294,31.537303216974674,6758,2020-08-15,714
1990-05-13,Jake WOHLFORD,874,10.83,6.85,11.22,1.78,49.17,14.64,27.03,4.03,46.71,294,21.00205338809035,6758,2011-05-14,371
1993-04-22,Razvan George ROMAN,1747,11.46,7.08,12.11,1.92,51.36,15.8,37.54,4.15,46.46,310,26.015058179329227,6758,2019-04-28,744
1993-09-20,Timofey ZHITKOV,2119,11.68,6.82,13.03,1.86,51.02,16.28,33.08,4.6,44.17,287,25.661875427789184,6758,2019-05-20,901
1988-06-28,Julien JONQUOIS,1076,11.33,6.8,11.61,1.9,52.44,15.27,35.51,4.4,50.12,313,23.967145790554415,6757,2012-06-16,446
1993-01-11,Michail KIAFAS,1462,10.7,7.04,12.9,1.79,50.94,14.44,35.77,3.55,41.29,310,26.406570841889117,6757,2019-06-09,613
1989-01-07,Terry PRENTICE,2085,11.07,7.17,11.79,1.93,50.75,15.21,37.08,4,38.44,314,24.45448323066393,6757,2013-06-22,886
1997-09-14,Ryo SHIROISHI,1852,11.36,6.54,10.3,1.96,50.58,16.41,36.59,3.7,60.65,286,21.522245037645447,6756,2019-03-24,789
1995-02-19,Nycolas Yglesias NASCIMENTO,1594,11.89,6.55,12.56,1.87,52.74,15.81,39.57,4.7,47.2,296,21.08145106091718,6756,2016-03-20,674
1998-10-26,Pablo ROMERO,1625,11.1,6.66,10.46,1.98,49.41,15.15,31.41,4.4,33.45,286,18.54072553045859,6756,2017-05-11,686
1980-06-19,Lasse OHTAMAA,1222,11.62,6.6,13.37,1.83,51.53,15.79,31.37,3.7,61.28,280,28.966461327857633,6755,2009-06-07,510
1991-10-30,Evan WEINSTOCK,638,10.94,6.59,12.39,1.76,50.39,15.73,39.1,3.6,52.55,293,19.520876112251884,6755,2011-05-08,247
2000-07-10,Julio ANGULO,1079,10.84,6.89,11.73,1.99,50.01,14.98,38.99,2.55,45.27,292,21.270362765229294,6755,2021-10-17,447
1992-03-07,Ronan LECOEUCHE,1827,11.04,6.97,11.62,1.82,49.46,16.06,26.16,4.75,40.05,287,21.23750855578371,6755,2013-06-02,779
1990-07-29,Tuure HOLLO,2183,11.68,6.47,12.49,1.84,53.38,16.19,41.22,4.45,54.48,295,24.01368925393566,6754,2014-08-03,930
1986-08-28,Francisco DA SILVA IRLANDIO,676,10.96,6.75,10.1,1.87,53.38,15.58,33.01,4.4,55.32,293,23.581108829568787,6753,2010-03-28,271
1996-02-20,Zhen ZHANG,2357,11.46,7.1,11.12,1.98,52.29,15.4,37.58,3.4,54.36,297,20.249144421629023,6753,2016-05-21,998
1988-01-09,Javier PÉREZ,925,11.75,7.1,12.4,1.75,52.61,15.16,33.43,4.6,48.05,295,24.629705681040384,6753,2012-08-26,387
1994-12-17,Asuka KASHIWAGURA,243,11.28,6.73,11.08,1.85,51.02,14.68,31.14,4,47.39,281,22.483230663928815,6752,2017-06-11,92
1989-08-18,Bart VAN DEN WIJNGAARD,267,11.43,6.49,12.6,1.86,51.13,16.2,36.52,4,44.86,266,23.753593429158112,6752,2013-05-20,104
1980-03-20,Mike MARSH,1482,11.26,5.63,12.69,1.8,52.46,15.44,38.24,4.75,49.18,289,33.07871321013005,6751,2013-04-18,621
1999-06-01,Braydon MAIER,323,11.51,6.64,10.53,1.8,51.81,15.23,33.89,4.65,48.29,282,18.94592744695414,6751,2018-05-12,124
1985-09-16,Renato Atila SOUZA DA CAMARA,1757,11.62,6.75,12.55,2.05,53.22,15.4,35.92,4.5,36.2,297,24.528405201916495,6751,2010-03-28,748
1996-01-17,Tyler NELSON,2193,11.36,6.71,13.81,1.87,49.68,14.91,43.06,3.25,38.16,298,18.406570841889117,6750,2014-06-14,933
1989-08-30,Eliomar TAVARES INACIO,609,11.07,6.21,11.94,1.82,50.7,15.61,38.44,4,56.17,304,25.114305270362767,6749,2014-10-11,231
1999-11-27,Jere LISKOJÄRVI,936,11.41,6.85,11.13,1.79,53.27,15.5,36.38,4.4,53.3,291,19.72347707049966,6749,2019-08-18,390
1991-04-23,Briander RIVEIRO,333,11.44,6.57,12.96,2.04,51.44,15.37,35.55,3.4,48.12,290,21.900068446269678,6749,2013-03-17,128
1989-01-31,Petri LEMMETYINEN,1675,11.42,6.79,13.35,1.75,53.39,15.06,39.51,4.25,46.98,302,23.561943874058862,6749,2012-08-24,714
1989-09-23,Henrik HOLMBERG,780,10.98,7.06,11.31,1.96,50.69,15.45,36.24,3.9,43.59,315,23.665982203969882,6749,2013-05-24,321
1998-09-24,Trpimir ŠIROKI,2172,11.47,6.94,11.61,2.06,53.45,15.18,35.9,4.6,43.47,331,19.633127994524298,6749,2018-05-13,926
1988-05-04,Stephen BUCKLEY,1997,11.64,6.72,13.6,1.83,49.89,16.54,36.81,4.05,43.26,275,22.012320328542096,6749,2010-05-09,850
2000-03-21,Matyáš FRANĚK,1421,10.99,6.96,11.27,1.9,48.76,15.4,31.64,3.97,40.43,297,21.34428473648186,6749,2021-07-25,595
1984-07-23,Stephen CAIN,1998,11.81,6.3,13.71,1.92,53.45,15.82,37.63,4.4,54.44,302,30.60369609856263,6748,2015-03-01,851
1991-08-10,Artur SUYUNOV,229,11.81,6.64,13.07,1.83,52.36,15.61,38.43,4.2,52.02,294,29.859000684462696,6748,2021-06-19,84
1994-02-09,Kerinde Hilario DE SOUZA BRITES DA SILVA,1141,10.92,6.74,12.1,1.8,49.79,15.43,34.36,4.2,42.31,300,21.09240246406571,6748,2015-03-15,475
1991-04-30,Ethan TURPEN,633,11.29,6.83,11.7,1.84,50.22,15.19,29.57,4.15,41.92,275,21.95756331279945,6748,2013-04-14,244
1990-05-26,Trent PEREZ,2162,11.45,6.38,9.99,1.88,49.43,15.98,32.03,4.5,41.68,257,21.946611909650922,6748,2012-05-06,923
1992-04-01,Martin ROE,1367,11.37,6.99,13,1.8,52.22,17.3,38.3,4,60.43,299,18.236824093086927,6747,2010-06-27,574
1983-05-24,Matthias LAUBE,1413,11.88,6.55,11.61,1.88,53.15,15.44,38.65,4.3,57.56,297,38.171115674195754,6747,2021-07-25,591
1990-02-28,Jordan GOFFENA,1018,11.39,6.76,11.6,1.78,50.46,14.7,34.89,3.9,42.07,274,21.12251882272416,6747,2011-04-14,420
1986-12-29,Max HALL,1428,11.43,6.21,11.96,1.88,51.82,15.84,35.7,4.3,53.57,286,28.399726214921287,6746,2015-05-24,600
1995-11-15,Sam BLACK,1865,11.42,6.17,12.53,2.02,50.35,15.72,33.96,4,48.03,291,22.412046543463383,6746,2018-04-14,794
1993-04-09,Ji-won KANG,955,11.71,7.07,11.65,1.84,53.42,15.79,36.21,4.2,57.39,296,26.064339493497606,6745,2019-05-03,395
1996-11-24,Bradley EISNOR,315,11.36,6.5,11.76,1.95,50.49,15.51,34.22,3.72,55.11,296,24.761122518822724,6745,2021-08-29,121
1999-11-07,Nicolas GEROME,1550,11.7,6.86,11.01,1.89,51.6,15.37,31.33,4.04,50.88,271,21.634496919917865,6745,2021-06-26,654
1994-06-11,Krzysztof MIARA,1190,11.28,6.56,11.73,1.77,50.47,15.21,37.76,4.2,49.23,300,20.134154688569474,6745,2014-07-30,495
1990-04-12,Rafał KRZESZEWSKI,1730,11.43,6.8,12.03,1.82,51.78,16,36.19,4.3,49.04,288,21.333333333333332,6745,2011-08-12,736
1997-07-10,Maksim ISAYEV,1308,11.74,7,12.66,1.85,54.35,15.25,37.4,4.4,48.84,301,22.154688569472963,6745,2019-09-05,550
1993-04-16,Yuri DA SILVA VENTURA,2344,11.18,6.48,12.8,1.86,50.55,15.11,38.2,4.1,48.45,323,20.511978097193705,6745,2013-10-20,993
1987-10-31,Josue LOUIS,1055,11.1,6.97,11.97,2.04,52.52,14.69,31.5,3.95,45.84,321,27.55920602327173,6745,2015-05-23,434
1992-09-08,Michał KRAWCZYK,1466,11.66,6.16,13.7,1.74,51.14,15.42,38.69,4.35,43.03,274,23.641341546885695,6745,2016-04-30,616
2000-06-10,Ren TAKASUGA,1756,11.6,6.78,10.63,1.81,50.67,15.15,29.99,4,62.03,288,21.88911704312115,6744,2022-05-01,747
1999-11-28,Jeremy DESAILLY,938,11.19,6.83,10.64,1.77,53.02,16.01,35.83,5,50.8,306,21.522245037645447,6744,2021-06-06,391
2001-05-13,Jonathan DA SILVA,1004,11.07,6.71,11.37,1.84,49.99,15.24,35.51,4.1,44.05,298,20.314852840520192,6744,2021-09-05,414
1996-10-09,Chen-Yuan WANG,376,11.29,7.14,12.05,1.81,51.97,14.73,33.4,4,49.67,308,21.037645448323065,6743,2017-10-23,145
1987-01-29,Levente KÄFER,1243,11.27,6.96,12.96,1.86,51.69,14.88,32.1,4,48.02,308,26.321697467488022,6743,2013-05-26,520
2000-11-23,Oscar ANDRES,1611,11.18,6.9,12.65,1.87,50.18,16.56,34.23,4,47.1,291,20.438056125941138,6743,2021-05-02,681
1993-04-22,Razvan George ROMAN,1747,11.43,7.16,12.03,1.92,50.99,15.94,33.22,4.2,47.03,305,24.194387405886378,6743,2017-07-02,744
1997-05-13,Rodney LITTLEJOHN,1803,10.95,6.13,11.35,1.9,51.41,15.32,34.68,4.3,46.8,291,24.008213552361397,6743,2021-05-16,767
2001-07-02,Romain DUBUS,1814,11.04,6.88,10.72,1.98,52.28,15.03,32.3,4,44.38,293,19.890485968514717,6743,2021-05-23,774
1996-10-05,Vladimir IGNASHEV,2243,11.52,6.77,13.59,1.85,52.08,15.57,34.05,4.2,42.29,282,20.67898699520876,6743,2017-06-10,951
1991-05-03,Michal ŠTEFEK,1463,11.3,6.9,12.74,1.87,51.97,15.85,33.61,4.03,51.49,298,21.31690622861054,6742,2012-08-26,614
1991-03-26,Tobias BOESE,2125,11.43,6.29,12.43,1.86,50.93,15.61,31.9,4.4,50.51,287,21.048596851471594,6742,2012-04-12,903
1992-03-10,Dominik SIEDLACZEK,574,11.61,6.59,13.79,1.88,52.6,14.98,36.87,4.4,41.36,303,26.46132785763176,6742,2018-08-26,219
1995-04-21,Thomas CHEVAL,2096,11.18,6.74,11.65,1.95,50.15,15.18,34.54,3.8,41.16,290,18.967830253251197,6742,2014-04-09,890
1989-01-31,Petri LEMMETYINEN,1675,11.54,6.5,13.31,1.71,53.26,15.13,40.84,4.4,49.55,299,23.509924709103355,6741,2012-08-05,714
1993-06-28,Julian GRÄDEL,1072,11.39,6.51,12.09,1.77,50.86,15.62,30.29,4.2,51.54,270,24.892539356605067,6740,2018-05-20,444
1997-06-10,Nikita KOROTKOV,1556,11.79,6.62,12.06,1.85,52.27,14.98,36.81,4.2,50.3,291,23.252566735112936,6740,2020-09-10,657
1997-04-23,Christian PAYNTER,405,12.03,6.86,13.99,2.01,54.11,17.16,37.44,3.9,58.23,290,21.5523613963039,6739,2018-11-11,158
1987-02-05,Hengjun ZHU,776,11.07,6.85,12.32,1.83,51.36,14.83,36.99,4,52.31,336,29.36892539356605,6739,2016-06-19,318
1993-02-15,André DÜSTERHÖFT,183,11.76,6.66,12.12,1.94,54.08,16.44,34.4,4.6,50.42,279,25.52498288843258,6739,2018-08-26,66
1989-01-26,Adam SALZMANN,20,11.38,6.47,10.43,1.78,49.5,15.62,29.51,4.5,47.19,265,21.180013689253936,6739,2010-04-02,7
1998-05-08,Juan Pedro DE LA CRUZ,1065,10.93,6.68,12.14,1.88,51.78,16.12,31.5,4.3,45.55,286,24.13141683778234,6739,2022-06-25,439
1994-12-03,Toshiki SAKAMOTO,2155,11.82,6.84,10.88,1.86,50.58,14.9,31.8,4.2,60.44,312,23.38398357289528,6737,2018-04-22,918
1993-07-25,Jose Luis LÓPEZ,1031,11.58,6.83,12.87,1.82,53.34,15.4,38.07,4.3,50.86,305,26.026009582477755,6737,2019-08-04,427
1992-04-28,Charlie ROE,369,11.55,7.01,11.81,1.93,50.65,16.03,31.39,3.6,50.54,272,30.351813826146476,6737,2022-09-04,142
1995-07-17,Trystan DE WEERDT,2173,11.28,6.56,11.13,1.94,50.13,15.44,32.1,4.15,46.31,289,22.844626967830255,6737,2018-05-21,927
1993-04-22,Razvan George ROMAN,1747,11.26,7.09,11.87,1.86,49.68,15.27,30.32,3.9,48.15,301,21.204654346338124,6736,2014-07-06,744
1992-01-22,Curtis MATHEWS,444,11.72,6.58,13.02,1.84,53.2,15.65,50.53,3.83,44.79,297,25.347022587268995,6736,2017-05-28,175
1994-06-12,Min-young CHOI,1495,11.52,6.7,11.4,1.79,50.72,15.88,33.94,4.3,43.71,263,21.97946611909651,6736,2016-06-04,631
1993-09-29,Luke WOODS,1295,11.11,6.67,11.7,1.87,51.29,14.98,36.92,4.45,40.51,313,22.60369609856263,6736,2016-05-07,542
2000-05-24,Koki MAIZONO,1167,11.24,6.61,10.65,1.7,50.04,15.7,30.64,4.4,50.88,270,22.0041067761807,6735,2022-05-26,485
1983-10-12,Adriaan SAMAN,25,11.89,6.56,13.8,1.94,54,15.03,38.44,4.22,49.72,309,30.65845311430527,6735,2014-06-09,11
1994-04-25,Kris HORN,1180,11.19,7.05,12.2,2.1,50.88,17.26,34.9,3.67,48.64,302,18.94592744695414,6735,2013-04-05,490
1995-05-08,William DOUGHERTY,2275,11.42,6.72,12.26,1.86,50.75,15.44,37,4,47.58,298,19.939767282683093,6735,2015-04-16,960
1993-05-01,Brandon ZARNOTH,322,11.16,6.71,11.93,1.79,50.23,15.24,37.3,3.95,43.07,290,20.9637234770705,6735,2014-04-18,123
1993-10-19,Rintaro KOBA,1784,11.41,6.65,11.11,1.8,51.56,15.72,37.14,4.5,59.82,321,26.899383983572896,6734,2020-09-12,759
2000-09-02,Ryo NARIMATSU,1851,10.85,6.88,10.66,1.9,50.96,15.52,29.85,4,53.6,303,21.04312114989733,6734,2021-09-18,788
1998-04-01,Rafał HORBOWICZ,1729,11.88,6.68,12.67,1.83,53.72,15.18,40.74,4,52.82,291,19.252566735112936,6733,2017-07-02,735
1990-06-22,Filip NIEGOWSKI,658,11.88,6.56,11.72,1.85,52.4,16.03,37.82,4.6,50.56,285,21.138945927446954,6733,2011-08-12,261
2001-05-13,Jonathan DA SILVA,1004,10.94,6.72,11.56,1.83,51.02,15.2,35.16,3.9,47.65,297,20.553045859000683,6733,2021-12-01,414
1988-01-09,Javier PÉREZ,925,11.62,7.05,12.3,1.97,52.3,15.06,33.88,3.8,45.55,293,23.575633127994525,6733,2011-08-07,387
1994-01-26,Taylor CUDEQUEST,2071,11.04,7.02,12.77,1.69,50.53,16.04,37.18,4.12,45.52,297,23.274469541409992,6733,2017-05-06,880
1994-01-26,Taylor CUDEQUEST,2071,11.04,7.02,12.77,1.69,50.53,16.04,37.18,4.12,45.52,297,23.293634496919918,6733,2017-05-13,880
1994-06-12,Min-young CHOI,1495,11.56,6.56,12.46,1.86,51.26,15.94,35.3,4.5,43.17,284,25.322381930184804,6733,2019-10-08,631
1988-10-31,Hamish NELSON,750,11.48,6.42,11.31,1.77,51.32,16.77,35.53,4.2,56.49,262,29.297741273100616,6732,2018-02-17,306
1998-02-02,Riccardo NICOLA,1769,11.41,6.83,11.66,1.86,50.75,16.42,29.86,4,50.56,264,22.628336755646817,6732,2020-09-19,753
2000-02-15,Rin HARAGUCHI,1783,10.9,6.78,9.46,1.93,49.94,14.75,30.36,3,49.37,263,19.26899383983573,6732,2019-05-24,758
1990-06-11,Benjamin FENRICH,289,11.66,6.48,10.87,1.83,52.31,15.94,31.46,4.3,56.07,261,19.928815879534564,6731,2010-05-16,115
1989-08-25,Teran WALFORD,2083,11.53,6.27,11.1,1.89,50.19,15.33,33.67,4.2,48.53,278,20.720054757015742,6731,2010-05-15,884
1993-05-05,Brad CULP,311,11.22,6.48,11.65,1.78,52.28,15.58,37.97,4.6,44,289,21.946611909650922,6731,2015-04-16,120
1996-09-14,Max ATTWELL,1426,11.46,6.53,12.1,2.04,50.33,16.46,31.87,4.2,41.44,277,21.44832306639288,6731,2018-02-25,599
1998-05-02,Luiz Henrique DANTAS SANTOS,1287,11.08,7.18,11.3,1.95,48.4,15.7,31.71,3.3,34.64,268,19.991786447638603,6731,2018-04-29,538
1998-05-26,Jonas BJERREMAND,995,11.74,6.37,12.65,1.91,52.89,15.51,34.39,4,54.6,278,22.26420260095825,6730,2020-08-30,411
1991-04-18,Volodimir DEREVYANKO,2249,11.93,6.74,13.43,1.86,53.18,16.13,39.02,4.2,50.78,288,21.253935660506503,6730,2012-07-19,954
1994-02-22,Raphael HOLDENER,1737,11.39,6.21,12.54,1.86,52.61,14.93,37.29,4,50.38,288,23.299110198494184,6730,2017-06-11,739
1991-10-12,Jack ANDREW,854,11.61,6.43,12.05,1.84,50.7,15.25,36.31,3.93,47.47,275,21.869952087611225,6730,2013-08-25,362
1990-06-17,Aliskasandr DZERHACHOU,120,11.64,6.26,13.26,1.97,53.69,16.22,41.9,4.4,46.85,298,21.95482546201232,6730,2012-05-31,47
1988-03-17,Patrick ARBOUR,1638,11.82,6.48,13.85,1.79,54.17,15.58,47.1,3.8,63.25,322,23.266255989048595,6729,2011-06-23,697
1999-08-05,Masayuki MAEGAWA,1378,11.49,6.33,12.25,1.78,52.03,15.76,34.89,4.5,57.33,296,22.7378507871321,6728,2022-05-01,580
1986-08-28,Francisco DA SILVA IRLANDIO,676,10.92,7.23,10.43,1.87,51.56,15.38,25.66,4.6,53.57,325,23.638603696098563,6728,2010-04-18,271
2000-01-09,Gjert Høie SJURSEN,727,11.16,6.76,11.86,1.86,51.63,15.44,36.25,3.85,48.93,294,21.388090349075977,6728,2021-05-30,291
1989-09-03,Kurt REICHENBACH,1196,11.55,6.37,11.5,1.96,50.34,15.38,33.1,3.9,47.12,275,20.632443531827516,6728,2010-04-22,499
1989-10-26,Andrew HODGES,160,11.18,7.07,12.18,1.94,50.92,16.75,37.23,4.2,45.77,314,22.33538672142368,6728,2012-02-26,59
1985-09-16,Renato Atila SOUZA DA CAMARA,1757,11.83,6.98,13.25,1.93,52.5,15.23,38.41,4.2,38.93,301,24.681724845995895,6728,2010-05-23,748
2001-05-04,Tetta MIURA,2088,11.33,6.78,12.98,1.55,52.01,15.18,36.63,4,55.01,283,20.933607118412045,6727,2022-04-10,888
1996-11-11,James BRANDENBURG,882,11.19,6.77,11.58,1.81,51.84,14.75,36.87,4.17,47.2,309,22.494182067077343,6727,2019-05-11,373
1993-04-22,Razvan George ROMAN,1747,11.1,7.11,11.94,1.96,52.21,15.44,36.05,3.8,45.97,312,26.088980150581794,6727,2019-05-25,744
1997-10-31,Xuesong YUE,2294,11.34,6.54,11.19,1.83,53.5,15.17,33.82,4.9,57.03,325,23.55373032169747,6726,2021-05-21,971
1993-10-05,Zhi LI,2358,11.34,6.95,12.17,1.86,50.97,16.17,35.06,4.2,44.56,291,22.625598904859686,6726,2016-05-21,999
1994-06-21,Shane ASTON,1926,11.31,6.82,12.55,1.99,51.37,18.68,38.08,4.1,55.66,298,24.027378507871322,6725,2018-07-01,819
1993-04-22,Razvan George ROMAN,1747,11.5,6.9,11.75,1.95,51.1,15.92,37.94,4.1,47.76,310,26.206707734428473,6725,2019-07-07,744
1987-12-10,Mario DA SILVA NETO,1346,11.42,6.73,12.43,1.96,50.23,15.98,34.68,3.9,46.03,294,22.77344284736482,6725,2010-09-18,564
1994-03-29,Mario ARANCÓN,1345,11.56,6.73,13.59,1.83,52.63,15.24,39.18,4.2,38.92,290,27.362080766598222,6725,2021-08-08,563
1999-02-17,Sam TALBOT,1872,11.5,6.22,11.93,1.68,50.31,14.85,33.66,4.2,50.49,271,20.517453798767967,6724,2019-08-25,798
1984-09-02,Dominique ELEYTH,575,11.8,6.54,14.99,1.91,54.21,15.72,41.41,4.2,49.08,315,29.973990417522245,6724,2014-08-24,220
1987-11-13,Martin BROCKMAN,1363,11.94,6.73,12.21,2.03,52.33,16,36.91,4.23,43.45,286,22.50513347022587,6724,2010-05-16,571
1987-11-13,Martin BROCKMAN,1363,11.5,6.98,12.59,1.94,51.73,15.64,36.35,4.2,42.86,308,21.700205338809035,6724,2009-07-26,571
1996-07-16,Andrew GHIZZONE,158,11.49,6.34,11.35,1.79,50.65,15.31,31.7,4.6,42.39,267,19.811088295687885,6724,2016-05-08,58
1995-08-03,Gerson IZAGUIRRE,719,11.18,7.19,11.02,1.85,52.13,15.07,36.73,4.2,47.05,322,19.707049965776864,6723,2015-04-18,288
1989-08-29,Ben WARUCH,281,11.38,6.43,13.13,1.91,51.16,15.44,34.31,4.25,46.12,303,22.61738535249829,6723,2012-04-11,113
1990-12-08,Ethan WILKINS,634,11.31,6.77,11.84,1.97,50.02,14.57,26.34,3.73,45.5,289,20.44626967830253,6723,2011-05-20,245
1995-10-16,Ísak Óli TRAUSTASON,2369,11.37,7.09,11.74,1.77,51.07,15.58,35.13,4,43.26,277,22.84188911704312,6723,2018-08-19,1005
1989-04-26,Matthew HARRIS,1406,11.18,6.48,10.33,1.82,51.51,16,39.15,4.3,54.87,298,21.930184804928132,6722,2011-04-01,588
1994-09-29,Taikan TAKEMOTO,2040,11.52,6.61,10.5,1.75,51.13,15.55,31.73,4.4,53.53,271,24.48186173853525,6722,2019-03-24,869
1986-01-10,Christian LAUGESEN,401,11.63,6.49,12.23,1.9,50.89,15.19,34.04,3.7,46.75,269,29.596167008898014,6722,2015-08-16,155
2000-02-15,Rin HARAGUCHI,1783,11.1,6.84,9.65,1.8,49.69,14.79,30.01,4.1,44.41,277,20.692676249144423,6722,2020-10-25,758
1982-01-27,Ionuţ FENIUC,830,11.38,6.85,11.71,1.89,51.39,15.99,35.88,4.2,44.35,288,30.444900752908968,6722,2012-07-08,348
1995-06-17,Subin KIM,2016,11.32,6.92,11.36,1.93,52.88,15.51,30.21,4.6,43.32,292,23.876796714579054,6722,2019-05-03,860
2001-02-16,Eloi SANTAFE,614,11.21,6.69,11.78,1.8,50.72,14.92,33.92,4.2,40.4,287,20.33949349760438,6722,2021-06-20,234
